"EyeblasterAdID","SEAdID","AdGroupID","DestinationURL","AdTitle","AdText","AdDisplayURL"
"22770536","33178201350","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With Global Part","Partner.LenovoNetwork.com/Services"
"22770537","33178201470","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Increase Customer Satisfaction &","Partner.LenovoNetwork.com/Services"
"22770538","33178201590","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Proven Authorized Warranty Service","Partner.LenovoNetwork.com/Services"
"22770539","33178201710","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Helpful Sales Support Portals &","Partner.LenovoNetwork.com/Services"
"22770540","33178201830","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","PCs Backed By Award-Winning","Partner.LenovoNetwork.com/Services"
"22770541","33178201950","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With No Investment","Partner.LenovoNetwork.com/Services"
"22770542","33178202070","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","No Investment Or Risk To You As A","Partner.LenovoNetwork.com/Services"
"22770543","33178202190","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Flexible À La Carte Services","Partner.LenovoNetwork.com/Services"
"22862946","33386591430","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With Global Part","PartnerInfo.Lenovo.com/Services"
"22862947","33386591550","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Increase Customer Satisfaction &","PartnerInfo.Lenovo.com/Services"
"22862948","33386591670","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Proven Authorized Warranty Service","PartnerInfo.Lenovo.com/Services"
"22862949","33386591790","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Helpful Sales Support Portals &","PartnerInfo.Lenovo.com/Services"
"22862950","33386591910","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","PCs Backed By Award-Winning","PartnerInfo.Lenovo.com/Services"
"22862951","33386592030","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With No Investment","PartnerInfo.Lenovo.com/Services"
"22862952","33386592150","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","No Investment Or Risk To You As A","PartnerInfo.Lenovo.com/Services"
"22862953","33386592270","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Flexible À La Carte Services","PartnerInfo.Lenovo.com/Services"
"22908951","33460911030","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With Global Part","PartnerInfo.Lenovo.com/Services"
"22908952","33460911150","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Increase Customer Satisfaction &","PartnerInfo.Lenovo.com/Services"
"22908953","33460911270","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Proven Authorized Warranty Service","PartnerInfo.Lenovo.com/Services"
"22908954","33460911390","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Helpful Sales Support Portals &","PartnerInfo.Lenovo.com/Services"
"22908955","33460911510","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","PCs Backed By Award-Winning","PartnerInfo.Lenovo.com/Services"
"22908956","33460911630","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With No Investment","PartnerInfo.Lenovo.com/Services"
"22908957","33460911750","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","No Investment Or Risk To You As A","PartnerInfo.Lenovo.com/Services"
"22908958","33460911870","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Flexible À La Carte Services","PartnerInfo.Lenovo.com/Services"
"22976160","33599097390","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Lenovo Has a Global System Which","Partner.Lenovo.com/Services"
"22976161","33599097510","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Lenovo Offers A Warranty Service","Partner.Lenovo.com/Services"
"22976162","33599274630","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With Global Part","Partner.Lenovo.com/Services"
"22976163","33599274750","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Increase Customer Satisfaction &","Partner.Lenovo.com/Services"
"22976164","33599274870","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Proven Authorized Warranty Service","Partner.Lenovo.com/Services"
"22976165","33599274990","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Helpful Sales Support Portals &","Partner.Lenovo.com/Services"
"22976166","33599275110","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","PCs Backed By Award-Winning","Partner.Lenovo.com/Services"
"22976167","33599275230","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With No Investment","Partner.Lenovo.com/Services"
"22976168","33599275350","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","No Investment Or Risk To You As A","Partner.Lenovo.com/Services"
"22976169","33599275470","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Flexible À La Carte Services","Partner.Lenovo.com/Services"
"23515343","35074763670","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Increase Customer Satisfaction And","Partner.Lenovo.com/Services"
"23515345","35074763790","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Improve Services And Capabilities","Partner.Lenovo.com/Services"
"23837130","36961932750","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Lenovo Partners Services","Offering Award Winning Customer","Partner.Lenovo.com/Services"
"23837131","36961932870","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Lenovo Partners Services","Additional Services To Support Our","Partner.Lenovo.com/Services"
"23837132","36961932990","3048307","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Lenovo Partners Services","Better Support Customers With","Partner.Lenovo.com/Services"
"19793336","28447175190","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With Global Part","Lenovo.com/Partners-Services"
"19793337","28447175310","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Increase Customer Satisfaction &","Lenovo.com/Partners-Services"
"19793338","28447175430","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Proven Authorized Warranty Service","Lenovo.com/Partners-Services"
"19793339","28447175550","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Helpful Sales Support Portals &","Lenovo.com/Partners-Services"
"19793340","28447175670","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","PCs Backed By Award-Winning","Lenovo.com/Partners-Services"
"21006995","29833406550","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With No Investment","Lenovo.com/Partners-Services"
"21006996","29833406670","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","No Investment Or Risk To You As A","Lenovo.com/Partners-Services"
"21006997","29833406790","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Flexible À La Carte Services","Lenovo.com/Partners-Services"
"21834977","31366420110","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With Global Part","LenovoPartnerNetwork.com/Services"
"21834978","31366420230","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Increase Customer Satisfaction &","LenovoPartnerNetwork.com/Services"
"21834979","31366420350","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Proven Authorized Warranty Service","LenovoPartnerNetwork.com/Services"
"21834980","31366420470","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Helpful Sales Support Portals &","LenovoPartnerNetwork.com/Services"
"21834981","31366420590","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","PCs Backed By Award-Winning","LenovoPartnerNetwork.com/Services"
"21834982","31366420710","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With No Investment","LenovoPartnerNetwork.com/Services"
"21834983","31366420830","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","No Investment Or Risk To You As A","LenovoPartnerNetwork.com/Services"
"21834984","31366420950","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Flexible À La Carte Services","LenovoPartnerNetwork.com/Services"
"22770552","33178199430","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With Global Part","Partner.LenovoNetwork.com/Services"
"22770553","33178199550","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Increase Customer Satisfaction &","Partner.LenovoNetwork.com/Services"
"22770554","33178199670","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Proven Authorized Warranty Service","Partner.LenovoNetwork.com/Services"
"22770555","33178199790","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Helpful Sales Support Portals &","Partner.LenovoNetwork.com/Services"
"22770556","33178199910","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","PCs Backed By Award-Winning","Partner.LenovoNetwork.com/Services"
"22770557","33178200030","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With No Investment","Partner.LenovoNetwork.com/Services"
"22770558","33178200150","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","No Investment Or Risk To You As A","Partner.LenovoNetwork.com/Services"
"22770559","33178200270","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Flexible À La Carte Services","Partner.LenovoNetwork.com/Services"
"22862962","33386589510","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With Global Part","PartnerInfo.Lenovo.com/Services"
"22862963","33386589630","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Increase Customer Satisfaction &","PartnerInfo.Lenovo.com/Services"
"22862964","33386589750","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Proven Authorized Warranty Service","PartnerInfo.Lenovo.com/Services"
"22862965","33386589870","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Helpful Sales Support Portals &","PartnerInfo.Lenovo.com/Services"
"22862966","33386589990","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","PCs Backed By Award-Winning","PartnerInfo.Lenovo.com/Services"
"22862967","33386590110","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Easy To Sell With No Investment","PartnerInfo.Lenovo.com/Services"
"22862968","33386590230","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","No Investment Or Risk To You As A","PartnerInfo.Lenovo.com/Services"
"22862969","33386590350","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml","Why Use Lenovo Services?","Flexible À La Carte Services","PartnerInfo.Lenovo.com/Services"
"22908967","33460909110","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With Global Part","PartnerInfo.Lenovo.com/Services"
"22908968","33460909230","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Increase Customer Satisfaction &","PartnerInfo.Lenovo.com/Services"
"22908969","33460909350","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Proven Authorized Warranty Service","PartnerInfo.Lenovo.com/Services"
"22908970","33460909470","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Helpful Sales Support Portals &","PartnerInfo.Lenovo.com/Services"
"22908971","33460909590","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","PCs Backed By Award-Winning","PartnerInfo.Lenovo.com/Services"
"22908972","33460909710","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With No Investment","PartnerInfo.Lenovo.com/Services"
"22908973","33460909830","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","No Investment Or Risk To You As A","PartnerInfo.Lenovo.com/Services"
"22908974","33460909950","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Flexible À La Carte Services","PartnerInfo.Lenovo.com/Services"
"22976180","33599096910","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Lenovo Has a Global System Which","Partner.Lenovo.com/Services"
"22976181","33599097030","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Lenovo Offers A Warranty Service","Partner.Lenovo.com/Services"
"22976182","33599272710","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With Global Part","Partner.Lenovo.com/Services"
"22976183","33599272830","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Increase Customer Satisfaction &","Partner.Lenovo.com/Services"
"22976184","33599272950","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Proven Authorized Warranty Service","Partner.Lenovo.com/Services"
"22976185","33599273070","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Helpful Sales Support Portals &","Partner.Lenovo.com/Services"
"22976186","33599273190","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","PCs Backed By Award-Winning","Partner.Lenovo.com/Services"
"22976187","33599273310","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Easy To Sell With No Investment","Partner.Lenovo.com/Services"
"22976188","33599273430","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","No Investment Or Risk To You As A","Partner.Lenovo.com/Services"
"22976189","33599273550","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Flexible À La Carte Services","Partner.Lenovo.com/Services"
"23515348","35074763190","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Increase Customer Satisfaction And","Partner.Lenovo.com/Services"
"23515349","35074763310","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Why Use Lenovo Services?","Improve Services And Capabilities","Partner.Lenovo.com/Services"
"23837136","36961932030","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Lenovo Partners Services","Offering Award Winning Customer","Partner.Lenovo.com/Services"
"23837137","36961932150","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Lenovo Partners Services","Additional Services To Support Our","Partner.Lenovo.com/Services"
"23837138","36961932270","3048309","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1","Lenovo Partners Services","Better Support Customers With","Partner.Lenovo.com/Services"
"19793349","28447187910","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Discover A Business Ready Ultrabook","Lenovo.com/Thinkpad-Helix"
"19793350","28447188030","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Get 10 Hours Of Battery Life &","Lenovo.com/Thinkpad-Helix"
"19793351","28447188150","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Detach The Screen  Expand The","Lenovo.com/Thinkpad-Helix"
"21007003","29833390350","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","4 Unique Modes Help You Work  Share","Lenovo.com/Thinkpad-Helix"
"21007004","29833390470","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Laptop  Tablet  & Everything In","Lenovo.com/Thinkpad-Helix"
"21834998","31366440870","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Discover A Business Ready Ultrabook","LenovoPartnerNetwork.com/Helix"
"21834999","31366440990","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Get 10 Hours Of Battery Life &","LenovoPartnerNetwork.com/Helix"
"21835000","31366441110","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Detach The Screen  Expand The","LenovoPartnerNetwork.com/Helix"
"21835001","31366441230","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","4 Unique Modes Help You Work  Share","LenovoPartnerNetwork.com/Helix"
"21835002","31366441350","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Laptop  Tablet  & Everything In","LenovoPartnerNetwork.com/Helix"
"22770573","33178220190","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Discover A Business Ready Ultrabook","Partner.LenovoNetwork.com/Helix"
"22770574","33178220310","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Get 10 Hours Of Battery Life &","Partner.LenovoNetwork.com/Helix"
"22770575","33178220430","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Detach The Screen  Expand The","Partner.LenovoNetwork.com/Helix"
"22770576","33178220550","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","4 Unique Modes Help You Work  Share","Partner.LenovoNetwork.com/Helix"
"22770577","33178220670","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml","Lenovo Thinkpad Helix","Laptop  Tablet  & Everything In","Partner.LenovoNetwork.com/Helix"
"22908988","33460929870","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Discover A Business Ready Ultrabook","Partner.LenovoNetwork.com/Helix"
"22908989","33460929990","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Get 10 Hours Of Battery Life &","Partner.LenovoNetwork.com/Helix"
"22908990","33460930110","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Detach The Screen  Expand The","Partner.LenovoNetwork.com/Helix"
"22908991","33460930230","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","4 Unique Modes Help You Work  Share","Partner.LenovoNetwork.com/Helix"
"22908992","33460930350","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Laptop  Tablet  & Everything In","Partner.LenovoNetwork.com/Helix"
"22976208","33599105670","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo ThinkPad Helix","Discover Lenovo's Ultrabook And","Partner.Lenovo.com/Helix"
"22976209","33599105790","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo ThinkPad Helix","Tablets & Laptops For All Business","Partner.Lenovo.com/Helix"
"22976210","33599105910","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo ThinkPad Helix","Business Class Ultrabook & Tablet","Partner.Lenovo.com/Helix"
"22976211","33599293470","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Discover A Business Ready Ultrabook","Partner.Lenovo.com/Helix"
"22976212","33599293590","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Get 10 Hours Of Battery Life &","Partner.Lenovo.com/Helix"
"22976213","33599293710","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Detach The Screen  Expand The","Partner.Lenovo.com/Helix"
"22976214","33599293830","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","4 Unique Modes Help You Work  Share","Partner.Lenovo.com/Helix"
"22976215","33599293950","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo Thinkpad Helix","Laptop  Tablet  & Everything In","Partner.Lenovo.com/Helix"
"23515355","35074769910","3048312","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1","Lenovo ThinkPad Helix","Lenovo's Ultrabook For Business Use","Partner.Lenovo.com/Helix"
