"AdGroupID","SearchCampaignID","SEAdGroupID","AdGroupName"
"3353490","10219774","7768512707","Antivirus - Computer - Exact"
"3353495","10219774","7768511507","Antivirus - Program - Exact"
"3353497","10219774","7768513667","Antivirus - Best Software - Phrase"
"3353499","10219774","7768515827","Antivirus - Download - BroadMod"
"3353500","10219774","7768513067","Antivirus - Antivir - Phrase"
"3353502","10219774","7768515227","Antivirus - Software - BroadMod"
"3353504","10219774","7768516547","Antivirus - Top rated - BroadMod"
"3353506","10219774","7768516307","Antivirus - Computer - BroadMod"
"3353508","10219774","7768511867","Antivirus - Best Software - Exact"
"3353510","10219774","7768514027","Antivirus - Download - Phrase"
"3353511","10219774","7768511267","Antivirus - Antivir - Exact"
"3353514","10219774","7768515587","Antivirus - Best Program - BroadMod"
"3353517","10219774","7768514987","Antivirus - Generic - BroadMod"
"3353518","10219774","7768512227","Antivirus - Download - Exact"
"3353520","10219774","7768511627","Antivirus - Software - Exact"
"3353524","10219774","7768513187","Antivirus - Generic - Phras"
"3353526","10219774","7768515347","Antivirus - Best - BroadMod"
"3353529","10219774","7768514747","Antivirus - Top rated - Phrase"
"3353532","10219774","7768511387","Antivirus - Generic - Exact"
"3353533","10219774","7768513547","Antivirus - Best - Phrase"
"3353536","10219774","7768512947","Antivirus - Top rated - Exact"
"3353538","10219774","7768515107","Antivirus - Program - BroadMod"
"3353543","10219774","7768511747","Antivirus - Best - Exact"
"3353547","10219774","7768513307","Antivirus - Program - Phrase"
"3353550","10219780","7768517267","NOD32 Download Antivirus - Exact"
"3353557","10219780","7768517387","NOD32 Download Antivirus - Phrase"
"3353560","10219780","7768516787","NOD32 Antivirus - BroadMod"
"3353566","10219780","7768517147","NOD32 Download Antivirus - BroadMod"
"3353573","10219780","7768519427","NOD32 Scan - Broad"
"3353574","10219780","7768516907","NOD32 Download - BroadMod"
"3353580","10219780","7768516667","NOD32 - BroadMod"
"3353581","10219780","7768518227","NOD32 Online Scan - Exact"
"3353583","10219781","7768148747","ESET Renewals - BroadMod"
"3353585","10219781","7768149707","ESET Software - BroadMod"
"3353592","10219781","7768148507","ESET - BroadMod"
"3359063","10219776","7784232227","Removal - Virus - Phrase"
"3359077","10219776","7784232347","Removal - Trojan - Phrase"
"3362366","10216125","8530893141","BackBeat Go 2 Branded"
"3362367","10216125","8530893501","ipad-Wireless Headphones"
"3362368","10216125","8530893861","Plantronics Branded"
"3362369","10216125","8530893741","Best Earbuds"
"3362370","10216125","8530893621","iPhone-Wireless Headphones"
"3362372","10216125","8530893261","Wireless Earbuds"
"3378190","10219771","7824843227","Linux Antivirus -  Phrase"
"3378191","10219771","7824843467","Ubuntu Antivirus -  Phrase"
"3378192","10219771","7824966587","Windows 7 Antivirus -  Phrase"
"3378193","10219771","7824966947","Windows XP Antivirus -  Phrase"
"3378194","10219771","7824966707","Windows Antivirus -  Phrase"
"3378195","10219771","7824966467","PC Antivirus -  Phrase"
"3378196","10219771","7824966347","Windows Vista -  Exact"
"3378197","10219771","7824843107","Apple Antivirus -  Phrase"
"3378198","10219771","7824843347","Mac Antivirus -  Phrase"
"3378199","10219771","7824967067","Windows Vista -  Phrase"
"3378200","10219771","7824966827","Windows 8 Antivirus -  Phrase"
"3386535","10219776","7828135787","Removal - Malware - Phrase"
"3404129","10219775","7835003627","Virus Protection - Mac - Exact"
"3404134","10219775","7835003987","Virus Protection - Windows - Exact"
"3404137","10219775","7835007347","Virus Protection - Software - Phrase"
"3404138","10219775","7835007827","Virus Protection - Generic - Phrase"
"3404151","10219777","7836121427","Antivirus Trial - Phrase"
"3404153","10219777","7836121787","Virus Protection Trial - Phrase"
"3410211","10219788","7836619907","PCI Checklist"
"3412904","10189702","12551642910","Lenovo X1 Carbon Laptop"
"3412905","10189702","12551642550","Lenovo Carbon Ultrabook"
"3412906","10189702","12551642190","Lenovo Carbon Laptop"
"3412914","10189702","12551642790","Lenovo X1 Carbon"
"3412928","10224837","12551645790","ThinkCentre M Series"
"3412932","10224837","12551644710","Lenovo ThinkCentre Desktop"
"3412938","10224837","12551644590","Lenovo ThinkCentre"
"3412941","10224837","12551646030","ThinkCentre M93P"
"3412990","10224838","12551647710","Lenovo ThinkServer"
"3413046","10224838","12551653710","ThinkServer Tower server"
"3423461","10219775","7923316907","Antivirus Protection - Phrase"
"3423462","10219775","7923316787","Antivirus Protection - Exact"
"3460649","10219774","7964758067","Virus Protection - Best - Exact"
"3460668","10219783","7964707787","ESET - Cybersecurity for Mac - Exact"
"3460669","10219783","7964707667","ESET - Cyber Security Pro - Exact"
"3460670","10219783","7964707547","ESET - Mac - Exact"
"3460671","10219790","7964707067","Smart Security Coupon - Exact"
"3460673","10219790","7964706827","ESET Coupon - Exact"
"3460675","10219790","7964706587","NOD32 Coupon - BroadMod"
"3469431","10219766","7973337707","Enterprise Antivirus - Exact"
"3469433","10219766","7973337467","Corporate Antivirus - Exact"
"3471720","10219779","7986508787","Smart Security - BroadMod"
